Customer ID,Recency,Frequency,Monetary,Cluster
TT-21220,184,8,1427.044,3
TT-21265,407,3,439.5,1
TT-21460,13,7,5364.808,3
TW-21025,65,7,5278.826,3
TZ-21580,27,8,2234.95,3
VB-21745,55,6,2005.596,0
VD-21670,582,6,6442.254,1
VF-21715,14,5,847.944,0
VG-21790,155,6,846.01,0
VG-21805,287,5,427.372,0
VM-21685,55,7,2454.866,3
VM-21835,118,5,380.69,0
VP-21730,31,3,993.902,0
VP-21760,76,7,3360.526,3
VS-21820,222,4,1055.981,0
VT-21700,1000,2,1736.596,1
VW-21775,29,10,6134.0380000000005,3
WB-21850,21,13,6327.268,3
XP-21865,44,13,2503.156,3
YC-21895,5,5,5454.35,0
YS-21880,10,8,6720.4439999999995,2
ZC-21910,55,13,8025.707,2
ZD-21925,203,5,1493.9440000000002,0
